County,Year,Month,Date,Registrations,Total_Registrations
Monaghan,2014,Feb,2014-02-01,0,0
Monaghan,2014,Mar,2014-03-01,1,1
Monaghan,2014,Apr,2014-04-01,0,1
Monaghan,2014,May,2014-05-01,0,1
Monaghan,2014,Jun,2014-06-01,0,1
Monaghan,2014,Jul,2014-07-01,1,2
Monaghan,2014,Aug,2014-08-01,0,2
Monaghan,2014,Sep,2014-09-01,0,2
Monaghan,2014,Oct,2014-10-01,0,2
Monaghan,2014,Nov,2014-11-01,0,2
Monaghan,2014,Dec,2014-12-01,0,2
Monaghan,2015,Jan,2015-01-01,1,3
Monaghan,2015,Feb,2015-02-01,2,5
Monaghan,2015,Mar,2015-03-01,1,6
Monaghan,2015,Apr,2015-04-01,2,8
Monaghan,2015,May,2015-05-01,0,8
Monaghan,2015,Jun,2015-06-01,0,8
Monaghan,2015,Jul,2015-07-01,0,8
Monaghan,2015,Aug,2015-08-01,0,8
Monaghan,2015,Sep,2015-09-01,0,8
Monaghan,2015,Oct,2015-10-01,0,8
Monaghan,2015,Nov,2015-11-01,0,8
Monaghan,2015,Dec,2015-12-01,0,8
Monaghan,2016,Jan,2016-01-01,1,9
Monaghan,2016,Feb,2016-02-01,0,9
Monaghan,2016,Mar,2016-03-01,0,9
Monaghan,2016,Apr,2016-04-01,0,9
Monaghan,2016,May,2016-05-01,0,9
Monaghan,2016,Jun,2016-06-01,0,9
Monaghan,2016,Jul,2016-07-01,0,9
Monaghan,2016,Aug,2016-08-01,1,10
Monaghan,2016,Sep,2016-09-01,0,10
Monaghan,2016,Oct,2016-10-01,0,10
Monaghan,2016,Nov,2016-11-01,0,10
Monaghan,2016,Dec,2016-12-01,0,10
Monaghan,2017,Jan,2017-01-01,1,11
Monaghan,2017,Feb,2017-02-01,0,11
Monaghan,2017,Mar,2017-03-01,1,12
Monaghan,2017,Apr,2017-04-01,0,12
Monaghan,2017,May,2017-05-01,0,12
Monaghan,2017,Jun,2017-06-01,0,12
Monaghan,2017,Jul,2017-07-01,2,14
Monaghan,2017,Aug,2017-08-01,1,15
Monaghan,2017,Sep,2017-09-01,0,15
Monaghan,2017,Oct,2017-10-01,0,15
Monaghan,2017,Nov,2017-11-01,0,15
Monaghan,2017,Dec,2017-12-01,0,15
Monaghan,2018,Jan,2018-01-01,0,15
Monaghan,2018,Feb,2018-02-01,0,15
Monaghan,2018,Mar,2018-03-01,0,15
Monaghan,2018,Apr,2018-04-01,1,16
Monaghan,2018,May,2018-05-01,1,17
Monaghan,2018,Jun,2018-06-01,0,17
Monaghan,2018,Jul,2018-07-01,5,22
Monaghan,2018,Aug,2018-08-01,0,22
Monaghan,2018,Sep,2018-09-01,0,22
Monaghan,2018,Oct,2018-10-01,1,23
Monaghan,2018,Nov,2018-11-01,0,23
Monaghan,2018,Dec,2018-12-01,0,23
Monaghan,2019,Jan,2019-01-01,10,33
Monaghan,2019,Feb,2019-02-01,3,36
Monaghan,2019,Mar,2019-03-01,2,38
Monaghan,2019,Apr,2019-04-01,2,40
Monaghan,2019,May,2019-05-01,1,41
Monaghan,2019,Jun,2019-06-01,0,41
Monaghan,2019,Jul,2019-07-01,2,43
Monaghan,2019,Aug,2019-08-01,0,43
Monaghan,2019,Sep,2019-09-01,0,43
Monaghan,2019,Oct,2019-10-01,1,44
Monaghan,2019,Nov,2019-11-01,2,46
Monaghan,2019,Dec,2019-12-01,0,46
Monaghan,2020,Jan,2020-01-01,4,50
Monaghan,2020,Feb,2020-02-01,3,53
Monaghan,2020,Mar,2020-03-01,0,53
Monaghan,2020,Apr,2020-04-01,0,53
Monaghan,2020,May,2020-05-01,0,53
Monaghan,2020,Jun,2020-06-01,0,53
Monaghan,2020,Jul,2020-07-01,4,57
Monaghan,2020,Aug,2020-08-01,2,59
Monaghan,2020,Sep,2020-09-01,1,60
Monaghan,2020,Oct,2020-10-01,0,60
Monaghan,2020,Nov,2020-11-01,2,62
Monaghan,2020,Dec,2020-12-01,0,62
Monaghan,2021,Jan,2021-01-01,7,69
Monaghan,2021,Feb,2021-02-01,6,75
Monaghan,2021,Mar,2021-03-01,0,75
Monaghan,2021,Apr,2021-04-01,8,83
Monaghan,2021,May,2021-05-01,5,88
Monaghan,2021,Jun,2021-06-01,4,92
Monaghan,2021,Jul,2021-07-01,18,110
Monaghan,2021,Aug,2021-08-01,2,112
Monaghan,2021,Sep,2021-09-01,10,122
Monaghan,2021,Oct,2021-10-01,0,122
Monaghan,2021,Nov,2021-11-01,1,123
Monaghan,2021,Dec,2021-12-01,0,123
Monaghan,2022,Jan,2022-01-01,27,150
Monaghan,2022,Feb,2022-02-01,8,158
Monaghan,2022,Mar,2022-03-01,8,166
Monaghan,2022,Apr,2022-04-01,5,171
Monaghan,2022,May,2022-05-01,3,174
Monaghan,2022,Jun,2022-06-01,1,175
Monaghan,2022,Jul,2022-07-01,19,194
Monaghan,2022,Aug,2022-08-01,8,202
Monaghan,2022,Sep,2022-09-01,9,211
Monaghan,2022,Oct,2022-10-01,4,215
Monaghan,2022,Nov,2022-11-01,0,215
Monaghan,2022,Dec,2022-12-01,1,216
Monaghan,2023,Jan,2023-01-01,25,241
Monaghan,2023,Feb,2023-02-01,12,253
Monaghan,2023,Mar,2023-03-01,22,275
Monaghan,2023,Apr,2023-04-01,11,286
Monaghan,2023,May,2023-05-01,10,296
Monaghan,2023,Jun,2023-06-01,7,303
Monaghan,2023,Jul,2023-07-01,27,330
Monaghan,2023,Aug,2023-08-01,13,343
Monaghan,2023,Sep,2023-09-01,12,355
Monaghan,2023,Oct,2023-10-01,2,357
Monaghan,2023,Nov,2023-11-01,2,359
Monaghan,2023,Dec,2023-12-01,0,359
Monaghan,2024,Jan,2024-01-01,32,391
Monaghan,2024,Feb,2024-02-01,15,406
Monaghan,2024,Mar,2024-03-01,14,420
Monaghan,2024,Apr,2024-04-01,2,422
Monaghan,2024,May,2024-05-01,5,427
Monaghan,2024,Jun,2024-06-01,3,430
Monaghan,2024,Jul,2024-07-01,32,462
Monaghan,2024,Aug,2024-08-01,,
Monaghan,2024,Sep,2024-09-01,,
Monaghan,2024,Oct,2024-10-01,,
Monaghan,2024,Nov,2024-11-01,,
Monaghan,2024,Dec,2024-12-01,,
Donegal,2014,Jan,2014-01-01,0,0
Donegal,2014,Feb,2014-02-01,0,0
Donegal,2014,Mar,2014-03-01,0,0
Donegal,2014,Apr,2014-04-01,0,0
Donegal,2014,May,2014-05-01,0,0
Donegal,2014,Jun,2014-06-01,0,0
Donegal,2014,Jul,2014-07-01,0,0
Donegal,2014,Aug,2014-08-01,1,1
Donegal,2014,Sep,2014-09-01,0,1
Donegal,2014,Oct,2014-10-01,0,1
Donegal,2014,Nov,2014-11-01,0,1
Donegal,2014,Dec,2014-12-01,0,1
Donegal,2015,Jan,2015-01-01,0,1
Donegal,2015,Feb,2015-02-01,1,2
Donegal,2015,Mar,2015-03-01,0,2
Donegal,2015,Apr,2015-04-01,0,2
Donegal,2015,May,2015-05-01,1,3
Donegal,2015,Jun,2015-06-01,0,3
Donegal,2015,Jul,2015-07-01,3,6
Donegal,2015,Aug,2015-08-01,1,7
Donegal,2015,Sep,2015-09-01,0,7
Donegal,2015,Oct,2015-10-01,0,7
Donegal,2015,Nov,2015-11-01,0,7
Donegal,2015,Dec,2015-12-01,0,7
Donegal,2016,Jan,2016-01-01,0,7
Donegal,2016,Feb,2016-02-01,0,7
Donegal,2016,Mar,2016-03-01,1,8
Donegal,2016,Apr,2016-04-01,0,8
Donegal,2016,May,2016-05-01,0,8
Donegal,2016,Jun,2016-06-01,0,8
Donegal,2016,Jul,2016-07-01,3,11
Donegal,2016,Aug,2016-08-01,1,12
Donegal,2016,Sep,2016-09-01,0,12
Donegal,2016,Oct,2016-10-01,0,12
Donegal,2016,Nov,2016-11-01,0,12
Donegal,2016,Dec,2016-12-01,0,12
Donegal,2017,Jan,2017-01-01,1,13
Donegal,2017,Feb,2017-02-01,4,17
Donegal,2017,Mar,2017-03-01,1,18
Donegal,2017,Apr,2017-04-01,0,18
Donegal,2017,May,2017-05-01,0,18
Donegal,2017,Jun,2017-06-01,0,18
Donegal,2017,Jul,2017-07-01,3,21
Donegal,2017,Aug,2017-08-01,2,23
Donegal,2017,Sep,2017-09-01,1,24
Donegal,2017,Oct,2017-10-01,0,24
Donegal,2017,Nov,2017-11-01,0,24
Donegal,2017,Dec,2017-12-01,0,24
Donegal,2018,Jan,2018-01-01,2,26
Donegal,2018,Feb,2018-02-01,1,27
Donegal,2018,Mar,2018-03-01,4,31
Donegal,2018,Apr,2018-04-01,1,32
Donegal,2018,May,2018-05-01,2,34
Donegal,2018,Jun,2018-06-01,0,34
Donegal,2018,Jul,2018-07-01,6,40
Donegal,2018,Aug,2018-08-01,5,45
Donegal,2018,Sep,2018-09-01,1,46
Donegal,2018,Oct,2018-10-01,1,47
Donegal,2018,Nov,2018-11-01,0,47
Donegal,2018,Dec,2018-12-01,0,47
Donegal,2019,Jan,2019-01-01,13,60
Donegal,2019,Feb,2019-02-01,2,62
Donegal,2019,Mar,2019-03-01,4,66
Donegal,2019,Apr,2019-04-01,2,68
Donegal,2019,May,2019-05-01,4,72
Donegal,2019,Jun,2019-06-01,3,75
Donegal,2019,Jul,2019-07-01,15,90
Donegal,2019,Aug,2019-08-01,3,93
Donegal,2019,Sep,2019-09-01,1,94
Donegal,2019,Oct,2019-10-01,1,95
Donegal,2019,Nov,2019-11-01,1,96
Donegal,2019,Dec,2019-12-01,0,96
Donegal,2020,Jan,2020-01-01,19,115
Donegal,2020,Feb,2020-02-01,5,120
Donegal,2020,Mar,2020-03-01,11,131
Donegal,2020,Apr,2020-04-01,3,134
Donegal,2020,May,2020-05-01,3,137
Donegal,2020,Jun,2020-06-01,1,138
Donegal,2020,Jul,2020-07-01,25,163
Donegal,2020,Aug,2020-08-01,10,173
Donegal,2020,Sep,2020-09-01,17,190
Donegal,2020,Oct,2020-10-01,2,192
Donegal,2020,Nov,2020-11-01,1,193
Donegal,2020,Dec,2020-12-01,1,194
Donegal,2021,Jan,2021-01-01,54,248
Donegal,2021,Feb,2021-02-01,28,276
Donegal,2021,Mar,2021-03-01,28,304
Donegal,2021,Apr,2021-04-01,36,340
Donegal,2021,May,2021-05-01,11,351
Donegal,2021,Jun,2021-06-01,10,361
Donegal,2021,Jul,2021-07-01,98,459
Donegal,2021,Aug,2021-08-01,38,497
Donegal,2021,Sep,2021-09-01,14,511
Donegal,2021,Oct,2021-10-01,13,524
Donegal,2021,Nov,2021-11-01,6,530
Donegal,2021,Dec,2021-12-01,0,530
Donegal,2022,Jan,2022-01-01,95,625
Donegal,2022,Feb,2022-02-01,48,673
Donegal,2022,Mar,2022-03-01,49,722
Donegal,2022,Apr,2022-04-01,23,745
Donegal,2022,May,2022-05-01,17,762
Donegal,2022,Jun,2022-06-01,3,765
Donegal,2022,Jul,2022-07-01,90,855
Donegal,2022,Aug,2022-08-01,39,894
Donegal,2022,Sep,2022-09-01,39,933
Donegal,2022,Oct,2022-10-01,15,948
Donegal,2022,Nov,2022-11-01,10,958
Donegal,2022,Dec,2022-12-01,2,960
Donegal,2023,Jan,2023-01-01,109,1069
Donegal,2023,Feb,2023-02-01,59,1128
Donegal,2023,Mar,2023-03-01,70,1198
Donegal,2023,Apr,2023-04-01,46,1244
Donegal,2023,May,2023-05-01,36,1280
Donegal,2023,Jun,2023-06-01,21,1301
Donegal,2023,Jul,2023-07-01,99,1400
Donegal,2023,Aug,2023-08-01,39,1439
Donegal,2023,Sep,2023-09-01,23,1462
Donegal,2023,Oct,2023-10-01,9,1471
Donegal,2023,Nov,2023-11-01,1,1472
Donegal,2023,Dec,2023-12-01,1,1473
Donegal,2024,Jan,2024-01-01,121,1594
Donegal,2024,Feb,2024-02-01,61,1655
Donegal,2024,Mar,2024-03-01,37,1692
Donegal,2024,Apr,2024-04-01,22,1714
Donegal,2024,May,2024-05-01,20,1734
Donegal,2024,Jun,2024-06-01,9,1743
Donegal,2024,Jul,2024-07-01,109,1852
Donegal,2024,Aug,2024-08-01,,
Donegal,2024,Sep,2024-09-01,,
Donegal,2024,Oct,2024-10-01,,
Donegal,2024,Nov,2024-11-01,,
Donegal,2024,Dec,2024-12-01,,
Cavan,2014,Jan,2014-01-01,0,0
Cavan,2014,Feb,2014-02-01,0,0
Cavan,2014,Mar,2014-03-01,0,0
Cavan,2014,Apr,2014-04-01,0,0
Cavan,2014,May,2014-05-01,0,0
Cavan,2014,Jun,2014-06-01,0,0
Cavan,2014,Jul,2014-07-01,0,0
Cavan,2014,Aug,2014-08-01,0,0
Cavan,2014,Sep,2014-09-01,1,1
Cavan,2014,Oct,2014-10-01,0,1
Cavan,2014,Nov,2014-11-01,0,1
Cavan,2014,Dec,2014-12-01,0,1
Cavan,2015,Jan,2015-01-01,0,1
Cavan,2015,Feb,2015-02-01,0,1
Cavan,2015,Mar,2015-03-01,2,3
Cavan,2015,Apr,2015-04-01,0,3
Cavan,2015,May,2015-05-01,0,3
Cavan,2015,Jun,2015-06-01,0,3
Cavan,2015,Jul,2015-07-01,1,4
Cavan,2015,Aug,2015-08-01,0,4
Cavan,2015,Sep,2015-09-01,0,4
Cavan,2015,Oct,2015-10-01,0,4
Cavan,2015,Nov,2015-11-01,0,4
Cavan,2015,Dec,2015-12-01,0,4
Cavan,2016,Jan,2016-01-01,1,5
Cavan,2016,Feb,2016-02-01,2,7
Cavan,2016,Mar,2016-03-01,1,8
Cavan,2016,Apr,2016-04-01,1,9
Cavan,2016,May,2016-05-01,0,9
Cavan,2016,Jun,2016-06-01,0,9
Cavan,2016,Jul,2016-07-01,0,9
Cavan,2016,Aug,2016-08-01,0,9
Cavan,2016,Sep,2016-09-01,0,9
Cavan,2016,Oct,2016-10-01,0,9
Cavan,2016,Nov,2016-11-01,0,9
Cavan,2016,Dec,2016-12-01,0,9
Cavan,2017,Jan,2017-01-01,3,12
Cavan,2017,Feb,2017-02-01,4,16
Cavan,2017,Mar,2017-03-01,0,16
Cavan,2017,Apr,2017-04-01,0,16
Cavan,2017,May,2017-05-01,0,16
Cavan,2017,Jun,2017-06-01,0,16
Cavan,2017,Jul,2017-07-01,2,18
Cavan,2017,Aug,2017-08-01,1,19
Cavan,2017,Sep,2017-09-01,0,19
Cavan,2017,Oct,2017-10-01,0,19
Cavan,2017,Nov,2017-11-01,0,19
Cavan,2017,Dec,2017-12-01,0,19
Cavan,2018,Jan,2018-01-01,0,19
Cavan,2018,Feb,2018-02-01,1,20
Cavan,2018,Mar,2018-03-01,0,20
Cavan,2018,Apr,2018-04-01,1,21
Cavan,2018,May,2018-05-01,2,23
Cavan,2018,Jun,2018-06-01,0,23
Cavan,2018,Jul,2018-07-01,7,30
Cavan,2018,Aug,2018-08-01,5,35
Cavan,2018,Sep,2018-09-01,0,35
Cavan,2018,Oct,2018-10-01,0,35
Cavan,2018,Nov,2018-11-01,0,35
Cavan,2018,Dec,2018-12-01,0,35
Cavan,2019,Jan,2019-01-01,7,42
Cavan,2019,Feb,2019-02-01,5,47
Cavan,2019,Mar,2019-03-01,2,49
Cavan,2019,Apr,2019-04-01,4,53
Cavan,2019,May,2019-05-01,0,53
Cavan,2019,Jun,2019-06-01,1,54
Cavan,2019,Jul,2019-07-01,15,69
Cavan,2019,Aug,2019-08-01,3,72
Cavan,2019,Sep,2019-09-01,1,73
Cavan,2019,Oct,2019-10-01,1,74
Cavan,2019,Nov,2019-11-01,0,74
Cavan,2019,Dec,2019-12-01,0,74
Cavan,2020,Jan,2020-01-01,12,86
Cavan,2020,Feb,2020-02-01,0,86
Cavan,2020,Mar,2020-03-01,1,87
Cavan,2020,Apr,2020-04-01,0,87
Cavan,2020,May,2020-05-01,1,88
Cavan,2020,Jun,2020-06-01,0,88
Cavan,2020,Jul,2020-07-01,10,98
Cavan,2020,Aug,2020-08-01,2,100
Cavan,2020,Sep,2020-09-01,9,109
Cavan,2020,Oct,2020-10-01,2,111
Cavan,2020,Nov,2020-11-01,1,112
Cavan,2020,Dec,2020-12-01,0,112
Cavan,2021,Jan,2021-01-01,18,130
Cavan,2021,Feb,2021-02-01,8,138
Cavan,2021,Mar,2021-03-01,18,156
Cavan,2021,Apr,2021-04-01,7,163
Cavan,2021,May,2021-05-01,7,170
Cavan,2021,Jun,2021-06-01,0,170
Cavan,2021,Jul,2021-07-01,33,203
Cavan,2021,Aug,2021-08-01,8,211
Cavan,2021,Sep,2021-09-01,6,217
Cavan,2021,Oct,2021-10-01,4,221
Cavan,2021,Nov,2021-11-01,1,222
Cavan,2021,Dec,2021-12-01,1,223
Cavan,2022,Jan,2022-01-01,32,255
Cavan,2022,Feb,2022-02-01,12,267
Cavan,2022,Mar,2022-03-01,17,284
Cavan,2022,Apr,2022-04-01,10,294
Cavan,2022,May,2022-05-01,9,303
Cavan,2022,Jun,2022-06-01,0,303
Cavan,2022,Jul,2022-07-01,19,322
Cavan,2022,Aug,2022-08-01,14,336
Cavan,2022,Sep,2022-09-01,15,351
Cavan,2022,Oct,2022-10-01,13,364
Cavan,2022,Nov,2022-11-01,2,366
Cavan,2022,Dec,2022-12-01,2,368
Cavan,2023,Jan,2023-01-01,36,404
Cavan,2023,Feb,2023-02-01,25,429
Cavan,2023,Mar,2023-03-01,36,465
Cavan,2023,Apr,2023-04-01,18,483
Cavan,2023,May,2023-05-01,11,494
Cavan,2023,Jun,2023-06-01,8,502
Cavan,2023,Jul,2023-07-01,47,549
Cavan,2023,Aug,2023-08-01,10,559
Cavan,2023,Sep,2023-09-01,9,568
Cavan,2023,Oct,2023-10-01,8,576
Cavan,2023,Nov,2023-11-01,0,576
Cavan,2023,Dec,2023-12-01,0,576
Cavan,2024,Jan,2024-01-01,47,623
Cavan,2024,Feb,2024-02-01,13,636
Cavan,2024,Mar,2024-03-01,14,650
Cavan,2024,Apr,2024-04-01,7,657
Cavan,2024,May,2024-05-01,7,664
Cavan,2024,Jun,2024-06-01,1,665
Cavan,2024,Jul,2024-07-01,38,703
Cavan,2024,Aug,2024-08-01,,
Cavan,2024,Sep,2024-09-01,,
Cavan,2024,Oct,2024-10-01,,
Cavan,2024,Nov,2024-11-01,,
Cavan,2024,Dec,2024-12-01,,
