Territory,County,Address,Max.Sim.CCS,Max.Sim.CHAd eMo,Max.Sim.Fast AC,Max.Sim. AC Socket,CCS kWs,CHAd eMO kWs,AC Fast kWs,AC Socket kWs,Latitude,Longitude,Open Hours,Route / Exit
NI,"Derry/LondonderryMain Street, Limavady, BT47 0ET",,0,0,0,2,,,22(2),55.052944,-6.951432,24 x 7,,
NI,"Derry/LondonderryCatherine Street, Limavady, BT49 9DB",,0,0,0,2,,,22(2),55.049487,-6.953681,24 x 7,,
,,"Roe Valley Country Park Hotel, Off Drumrane",,,,,,,,,,,,
NI,Derry/Londonderry,"Road (B192), Limavady, BT49 9LB",0,0,0,2,,,22(2),55.0375,-6.9537,24 x 7,,
NI,"Derry/LondonderryStrand Road, Londonderry, BT48 7AJ",,0,0,0,2,,,22(2),55.001546,-7.322345,24 x 7,,
,,"Victoria Market Car Park, Off Queens Quay",,,,,,,,,,,,
NI,Derry/Londonderry,"Roundabout, Londonderry, BT48 7AS",0,0,0,2,,,22(2),54.9989,-7.32095,24 x 7,,
NI,"Derry/LondonderryThe Diamond, Londonderry, BT48 6HN",,0,0,0,2,,,22(2),54.99548,-7.32185,24 x 7,,
,,"Maxol Service Station, Glendermot Road,",,,,,,,,,,,,
NI,Derry/Londonderry,"Waterside, Londonderry, BT47 6BG",1,1,0,1,50,50,22,54.994694,-7.306149,24 x 7,,
NI,"Derry/LondonderryCar Park, Bishop Street, Londonderry, BT48 6PT",,0,0,0,2,,,22(2),54.994629,-7.323503,24 x 7,,
,,"Texaco Service Station, Glenshane Road,",,,,,,,,,,,,
NI,Derry/Londonderry,"Maghera, BT46 5JZ",1,1,1,0,50,50,43,54.847043,-6.720392,24 x 7,,
,,"Craigadick Park & Ride, Glenshane",,,,,,,,,,,,
,,"Rd/Tobermore Rd (A6/A29) intersection,",,,,,,,,,,,,
NI,Derry/Londonderry,"Maghera, BT46 5DR",0,0,0,2,,22(2),,54.836708,-6.683699,24 x 7,,
,,"Council Car Park, St. Lurachs Road, Magherafelt,",,,,,,,,,,,,
NI,Derry/Londonderry,BT46 5JE,0,0,0,2,,22(2),,54.8434,-6.6713,24 x 7,,
,,"St Patricks Street, Draperstown, Magherafelt,",,,,,,,,,,,,
NI,Derry/Londonderry,BT45 7AL,0,0,0,2,,22(2),,54.793289,-6.785016,24 x 7,,
,,"Meadowlane Shopping Centre, Moneymore",,,,,,,,,,,,
NI,Derry/Londonderry,"Road, Magherafelt, BT45 6PR",0,0,0,2,,22(2),,54.75236,-6.61157,24 x 7,,
,,"Moneymore Recreation Centre, Moneyhaw Rd,",,,,,,,,,,,,
NI,Derry/Londonderry,"Moneymore, BT45 7XJ",0,0,0,2,,22(2),,54.688089,-6.671085,24 x 7,,
NI,"Derry/LondonderryMain Street, Plumbridge, BT79 8AA",,0,0,0,2,,22(2),,54.767794,-7.250329,24 x 7,,
,,Derry City and Strabane District Council Car,,,,,,,,,,,,
,,"Park, Canal Basin, Dock Street, Strabane, BT82",,,,,,,,,,,,
NI,Derry/Londonderry,8EE,0,0,0,2,,22(2),,54.829324,-7.464149,24 x 7,,
,,"The Fir Trees Hotel, Dublin Road, Strabane,",,,,,,,,,,,,
NI,Derry/Londonderry,BT82 9EA,0,0,0,2,,22(2),,54.8087,-7.47446,24 x 7,,
,,"Albert Street Car Park, Off Main Street &",,,,,,,,,,,,
NI,Derry/Londonderry,"Strabane Road, Castlederg, Strabane, BT81 7AT",0,0,0,2,,22(2),,54.70753,-7.59209,24 x 7,,
NI,Down,"Dromore Road (A1), Banbridge, BT32 4ET",1,1,0,1,50,50,22,54.368308,-6.217501,24 x 7,,
NI,Down,"Downshire Place, Banbridge, BT32 3DF",0,0,0,2,,22(2),,54.349868,-6.270334,24 x 7,,
,,"Public Car Park, Townsend Street, Banbridge,",,,,,,,,,,,,
NI,Down,BT32 3LF,0,0,0,2,,22(2),,54.346714,-6.268749,24 x 7,,
,,"The Outlet, Bridgewater Park, Banbridge, BT32",,,,,,,,,,,,
NI,Down,4GJ,0,0,0,2,,22(2),,54.331574,-6.277109,24 x 7,,
NI,Down,"Public Car Park, Quay Street, Bangor, BT20 5ED",0,0,0,2,,22(2),,54.664614,-5.66827,24 x 7,,
,,"Bloomfield Shopping Centre & Retail Park,",,,,,,,,,,,,
NI,Down,"South Circular Rd, Bangor, BT19 7HB",0,0,0,2,,22(2),,54.647352,-5.658459,24 x 7,,
,,"Maxol Service Station, Shaws Bridge, Milltown",,,,,,,,,,,,
NI,Down,"Road (A55), Belfast, BT8 7XP",0,1,0,1,,50,22,54.546903,-5.937261,24 x 7,,
,,"Ivanhoe Inn & Hotel, 556 Saintfield Rd,",,,,,,,,,,,,
NI,Down,"Carryduff, BT8 8EU",0,0,0,2,,22(2),,54.529472,-5.893496,24 x 7,,
NI,Down,"Bell's Spar, Saintfield Road, Crossgar, BT30 9HY",0,1,0,1,,50,22,54.399403,-5.764447,24 x 7,,
,,"Council Public Car Park, The Square, Crossgar,",,,,,,,,,,,,
NI,Down,BT30 9EE,0,0,0,2,,22(2),,54.396759,-5.758739,24 x 7,,
NI,Down,"Main Street, Castlewellan, Down, BT31 9DQ",0,0,0,2,,22(2),,54.256606,-5.946635,24 x 7,,
,,"The Quays Shopping Centre, Via Bridge Street or",,,,,,,,,,,,
NI,Down,"Albert Basin, Newry, Down, BT35 8QS",0,0,0,2,,,7(2),54.168319,-6.34252,24 x 7,,
NI,Down,"Church Street/Saul Link, Downpatrick, BT30 6EH",0,0,0,2,,22(2),,54.331,-5.7139,24 x 7,,
,,"Ratkeltair House, Market Street, Downpatrick,",,,,,,,,,,,,
NI,Down,BT30 6AJ,0,0,0,2,,22(2),,54.325181,-5.721277,24 x 7,,
NI,Down,"Cross Lane/Gallows Street, Dromore, BT25 1BL",0,0,0,2,,22(2),,54.415433,-6.148908,24 x 7,,
,,"Dundonald Cinemaplex, Old Dundonald Road,",,,,,,,,,,,,
NI,Down,"Dundonald, BT16 1XT",0,0,0,2,,22(2),,54.5895,-5.821811,24 x 7,,
,,"Sprucefield Shopping Centre, Off Lisburn-",,,,,,,,,,,,
,,"Hillsborough Road (A1 & M1), Hillsborough,",,,,,,,,,,,,
NI,Down,BT27 5UJ,1,1,0,1,50,50,22,54.491762,-6.061305,24 x 7,M1 M1,
NI,Down,"Lisburn Street, Hillsborough, BT26 6AB",0,0,0,2,,22(2),,54.466053,-6.084082,24 x 7,,
,,,,,,,,,,,,Mon:00:00-00:00,,
,,,,,,,,,,,,Tue:10:00-17:00,,
,,,,,,,,,,,,Wed:10:00-17:00,,
,,,,,,,,,,,,Thu:10:00-17:00,,
,,,,,,,,,,,,Fri:10:00-17:00,,
,,"Ulster Folk and Transport Museum, 153 Bangor",,,,,,,,,,Sat:10:00-17:00,,
NI,Down,"Rd, Holywood, BT18 0EU",0,0,0,2,,22(2),,54.652793,-5.800031,Sun:10:00-17:00,,
NI,Down,"Greencastle Street, Kilkeel, BT34 4QD",0,0,0,2,,22(2),,54.060883,-6.008678,24 x 7,,
,,"Dobbies Garden World, Saintfield Road, Lisburn,",,,,,,,,,,,,
NI,Down,BT27 5PG,0,0,0,2,,22(2),,54.5045,-6.027934,24 x 7,,
,,"Barbican Filling Station, 80-82 Dundrum Rd,",,,,,,,,,,,,
NI,Down,"Newcastle, BT33 0LN",0,0,0,2,,22(2),,54.2205,-5.8866,24 x 7,,
,,"Slieve Donard Resort and Spa, Down's Road,",,,,,,,,,,,,
NI,Down,"Newcastle, BT33 0AH",0,0,0,2,,22(2),,54.216337,-5.883547,24 x 7,,
,,"Council Car Park, Shimna Rd, Newcastle, BT33",,,,,,,,,,,,
NI,Down,0AS,0,0,0,2,,22(2),,54.214826,-5.890661,24 x 7,,
NI,Down,"Donard Park, Newcastle, BT33 0SE",0,0,0,2,,22(2),,54.2064,-5.893956,24 x 7,,
,,"Newry Train Station Car Park, Derrybeg Lane,",,,,,,,,,,,,
NI,Down,"Newry, BT35 6JW",0,0,0,2,,22(2),,54.189215,-6.362644,24 x 7,,
NI,Down,"Monaghan Street, Newry, BT35 6BB",0,0,0,2,,22(2),,54.176536,-6.342105,24 x 7,,
,,"Canal Court Hotel Car Park, Merchants Quay,",,,,,,,,,,,,
NI,Down,"Newry, BT35 8HF",0,0,0,2,,22(2),,54.176231,-6.341529,24 x 7,,
NI,Down,"Hill Street, Newry, BT34 1AR",0,0,0,2,,22(2),,54.175284,-6.337945,24 x 7,,
,,"Newry & Mourne Museum (Bagenal's Castle),",,,,,,,,,,,,
NI,Down,"Abbey Way (A28), Newry, BT34 2BY",0,0,0,2,,22(2),,54.173287,-6.335203,24 x 7,,
NI,Down,"Public Car Park, Bridge Street, Newry, BT35 8AN",0,0,0,2,,22(2),,54.170301,-6.34155,24 x 7,,
,,"Kilkeel Leisure Centre, Mourne Esplenade,",,,,,,,,,,,,
NI,Down,"Newry, BT34 4DB",0,0,0,2,,22(2),,54.058394,-5.996335,24 x 7,,
NI,Down,"Castle Street, Portaferry, BT22 1NZ",0,0,0,2,,22(2),,54.382225,-5.548642,24 x 7,,
,,"Quayside Public Parking, Stella Maris Street,",,,,,,,,,,,,
NI,Down,"Strangford, BT30 7NH",0,0,0,2,,22(2),,54.37075,-5.554131,24 x 7,,
NI,Down,"Havelock Place, Warrenpoint, BT34 3NE",0,0,0,2,,22(2),,54.09896,-6.254488,24 x 7,,
,,"Trory Circle K / Filling Station, 236 Irvinestown",,,,,,,,,,,,
NI,Fermanagh,"Road, Enniskillen, BT74 6DN",1,1,0,1,50,50,22,54.385592,-7.639049,24 x 7,,
,,"Public Car Park, Queen Street, Enniskillen, BT74",,,,,,,,,,,,
NI,Fermanagh,7JR,0,0,0,2,,22(2),,54.347332,-7.641126,24 x 7,,
NI,"FermanaghQuay Lane North, Enniskillen, BT74 6AG",,0,0,0,2,,22(2),,54.34387,-7.634192,24 x 7,,
NI,"FermanaghWellington Street, Enniskillen, BT74 6JH",,0,0,0,2,,22(2),,54.343512,-7.637848,24 x 7,,
,,"Spar Car Park, 46 Main Street, Derrylin,",,,,,,,,,,,,
NI,Fermanagh,"Enniskillen, BT92 8JW",0,0,0,2,,22(2),,54.19802,-7.57355,24 x 7,,
NI,"FermanaghEden Street, Enniskillen, Fermanagh, BT74 7EG",,0,0,0,2,,22(2),,54.345051,-7.640047,24 x 7,,
,,"Council Car Park, Main Street, Irvinestown, BT94",,,,,,,,,,,,
NI,Fermanagh,1DW,0,0,0,2,,22(2),,54.472437,-7.630603,24 x 7,,
,,"Fermanagh and Omagh District Council Car Park,",,,,,,,,,,,,
,,"Via Main Street (A34) & Newbridge Road,",,,,,,,,,,,,
NI,Fermanagh,"Lisnaskea, BT9 20J",0,0,0,2,,22(2),,54.252651,-7.442562,24 x 7,,
,,"Fermanagh and Omagh District Council Car Park,",,,,,,,,,,,,
,,"Boyhill Road (U9409), Off Main Street,",,,,,,,,,,,,
NI,Fermanagh,"Maguiresbridge, BT94 4RZ",0,0,0,2,,22(2),,54.2944,-7.463871,24 x 7,,
NI,"FermanaghMain Street, Dromore, Omagh, BT78 3AD",,0,0,0,2,,22(2),,54.512866,-7.458019,24 x 7,,
,,Mid Ulster District Council - Dungannon Car,,,,,,,,,,,,
,,"Park, The Cornmill, Lineside (B520), Coalisland,",,,,,,,,,,,,
NI,Tyrone,BT71 4LP,0,0,0,2,,22(2),,54.5399,-6.7,24 x 7,,
NI,Tyrone,"Car Park, Union Place, Cookstown, BT80 8NP",0,0,0,2,,22(2),,54.647547,-6.742967,24 x 7,,
,,"South West College, Burn Road, Cookstown,",,,,,,,,,,,,
NI,Tyrone,BT80 8DN,0,0,0,2,,22(2),,54.647349,-6.747952,24 x 7,,
,,"Burnavon Theatre, Burn Rd, Cookstown, BT80",,,,,,,,,,,,
NI,Tyrone,8DN,0,0,0,2,,22(2),,54.647258,-6.746921,24 x 7,,
,,"Cookstown Leisure Centre, 78 Fountain Rd,",,,,,,,,,,,,
NI,Tyrone,"Cookstown, BT80 8QF",0,0,0,2,,22(2),,54.64163,-6.73992,24 x 7,,
,,"Oaks Shopping Centre, Oaks Road, Dungannon,",,,,,,,,,,,,
NI,Tyrone,BT71 4NA,0,0,0,2,,22(2),,54.512094,-6.763396,24 x 7,,
,,Mid Ulster District Council - Dungannon Car,,,,,,,,,,,,
,,"Park, Scotch Street South, Dungannon, BT70",,,,,,,,,,,,
NI,Tyrone,1BD,0,0,0,2,,22(2),,54.502841,-6.769526,24 x 7,,
,,"Maxol Service station (Donnelly's Garage),57",,,,,,,,,,,,
NI,Tyrone,"Moy Road, Dungannon, BT71 7DT",1,1,0,1,50,50,22,54.486993,-6.745031,24 x 7,,
,,"Ballygawley Park and Ride, Tullyvar Road,",,,,,,,,,,,,
NI,Tyrone,"Dungannon, BT70 2LY",0,0,0,2,,22(2),,54.456951,-7.033401,24 x 7,,
NI,Tyrone,"Car Park, Down Street, Enniskillen, BT74 7DX",0,0,0,2,,22(2),,54.345539,-7.638513,24 x 7,,
NI,Tyrone,"Car Park, Edfield Way, Fivemiletown, BT75 0QN",0,0,0,2,,22(2),,54.37878,-7.31583,24 x 7,,
,,"Newtownstewart Leisure Centre, 17 Moyle Rd,",,,,,,,,,,,,
NI,Tyrone,"Newtownstewart, BT78 4AP",0,0,0,2,,22(2),,54.714911,-7.377284,24 x 7,,
,,"Mellon Country Inn, Beltany Road (A5), Omagh,",,,,,,,,,,,,
NI,Tyrone,BT78 5RA,0,1,0,1,50,22,54.676914,-7.352932,24 x 7,,,
,,,,,,,,,,,Mon:08:00-16:00,,,
,,,,,,,,,,,Tue:08:00-16:00,,,
,,,,,,,,,,,Wed:08:00-16:00,,,
,,,,,,,,,,,Thu:08:00-16:00,,,
,,,,,,,,,,,Fri:08:00-16:00,,,
,,"Ulster-American Folk Park, 2 Mellon Road,",,,,,,,,,Sat:00:00-00:00,,,
NI,Tyrone,"Castletown, Omagh, BT78 5QU",0,0,0,2,22(2),,54.659146,-7.334948,Sun:00:00-00:00,,,
,,"Omagh Leisure Complex (Council), Swinging",,,,,,,,,,,,
NI,Tyrone,"Bars Roundabout (A505), Omagh, BT79 7EG",0,0,0,2,22(2),,54.604361,-7.298422,24 x 7,,,
,,"Council Car Park, Brooke Street, Omagh, BT78",,,,,,,,,,,,
NI,Tyrone,5HD,0,0,0,2,22(2),,54.601591,-7.307725,24 x 7,,,
,,"Council Car Park, Castle Street, Omagh, BT78",,,,,,,,,,,,
NI,Tyrone,1DD,0,0,0,2,22(2),,54.601215,-7.306509,24 x 7,,,
,,"Park and Ride, Crevenagh Road, Omagh, BT78",,,,,,,,,,,,
NI,Tyrone,1ND,0,0,0,2,22(2),,54.595862,-7.289644,24 x 7,,,
,,"Railway Street Car Park, Railway Street,",,,,,,,,,,,,
NI,Tyrone,"Strabane, BT82 8EQ",0,0,0,2,22(2),,54.826859,-7.46552,24 x 7,,,
,,Derry City and Strabane District Council Car,,,,,,,,,,,,
NI,Tyrone,"Park, Upper Main Street, Strabane, BT82 8AU",0,0,0,2,22(2),,54.824472,-7.461848,24 x 7,,,
,,"Riversdale Leisure Centre, Lisnafin Park,",,,,,,,,,,,,
NI,Tyrone,"Strabane, BT82 9DG",0,0,0,2,22(2),,54.8221,-7.4743,24 x 7,,,
Latest,,,,,,,,,,,,,,
Change,,,,,,,,,,,,,,
27/11/2019,,,,,,,,,,,,,,
30/11/2020,,,,,,,,,,,,,,
30/01/2019,,,,,,,,,,,,,,
26/11/2019,,,,,,,,,,,,,,
14/05/2021,,,,,,,,,,,,,,
13/02/2021,,,,,,,,,,,,,,
23/01/2024,,,,,,,,,,,,,,
08/11/2019,,,,,,,,,,,,,,
18/09/2020,,,,,,,,,,,,,,
13/01/2021,,,,,,,,,,,,,,
08/10/2020,,,,,,,,,,,,,,
22/10/2019,,,,,,,,,,,,,,
20/05/2020,,,,,,,,,,,,,,
20/02/2020,,,,,,,,,,,,,,
20/09/2022,,,,,,,,,,,,,,
29/11/2023,,,,,,,,,,,,,,
16/01/2020,,,,,,,,,,,,,,
12/04/2018,,,,,,,,,,,,,,
19/12/2023,,,,,,,,,,,,,,
05/11/2020,,,,,,,,,,,,,,
14/09/2021,,,,,,,,,,,,,,
04/11/2019,,,,,,,,,,,,,,
11/11/2019,,,,,,,,,,,,,,
17/10/2019,,,,,,,,,,,,,,
10/12/2018,,,,,,,,,,,,,,
17/10/2019,,,,,,,,,,,,,,
11/03/2021,,,,,,,,,,,,,,
09/10/2019,,,,,,,,,,,,,,
25/04/2023,,,,,,,,,,,,,,
20/11/2019,,,,,,,,,,,,,,
09/10/2019,,,,,,,,,,,,,,
18/02/2020,,,,,,,,,,,,,,
27/01/2020,,,,,,,,,,,,,,
09/11/2019,,,,,,,,,,,,,,
15/03/2021,,,,,,,,,,,,,,
22/01/2024,,,,,,,,,,,,,,
19/03/2020,,,,,,,,,,,,,,
23/01/2020,,,,,,,,,,,,,,
17/05/2018,,,,,,,,,,,,,,
09/03/2021,,,,,,,,,,,,,,
28/02/2020,,,,,,,,,,,,,,
25/10/2019,,,,,,,,,,,,,,
04/07/2018,,,,,,,,,,,,,,
16/10/2019,,,,,,,,,,,,,,
22/02/2021,,,,,,,,,,,,,,
23/01/2020,,,,,,,,,,,,,,
01/12/2021,,,,,,,,,,,,,,
20/11/2019,,,,,,,,,,,,,,
09/10/2019,,,,,,,,,,,,,,
27/04/2022,,,,,,,,,,,,,,
20/03/2024,,,,,,,,,,,,,,
22/12/2021,,,,,,,,,,,,,,
08/03/2021,,,,,,,,,,,,,,
27/04/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
15/03/2021,,,,,,,,,,,,,,
15/10/2020,,,,,,,,,,,,,,
04/07/2018,,,,,,,,,,,,,,
13/10/2020,,,,,,,,,,,,,,
25/10/2019,,,,,,,,,,,,,,
12/05/2021,,,,,,,,,,,,,,
20/11/2020,,,,,,,,,,,,,,
27/04/2021,,,,,,,,,,,,,,
29/11/2019,,,,,,,,,,,,,,
29/03/2021,,,,,,,,,,,,,,
09/04/2021,,,,,,,,,,,,,,
12/11/2019,,,,,,,,,,,,,,
12/11/2019,,,,,,,,,,,,,,
29/03/2021,,,,,,,,,,,,,,
04/01/2024,,,,,,,,,,,,,,
16/06/2021,,,,,,,,,,,,,,
09/04/2021,,,,,,,,,,,,,,
21/11/2019,,,,,,,,,,,,,,
06/07/2021,,,,,,,,,,,,,,
10/08/2022,,,,,,,,,,,,,,
15/01/2021,,,,,,,,,,,,,,
21/11/2019,,,,,,,,,,,,,,
21/09/2023,,,,,,,,,,,,,,
16/06/2021,,,,,,,,,,,,,,
21/01/2021,,,,,,,,,,,,,,
15/01/2021,,,,,,,,,,,,,,
23/11/2019,,,,,,,,,,,,,,
20/07/2021,,,,,,,,,,,,,,
09/11/2019,,,,,,,,,,,,,,
10/02/2021,,,,,,,,,,,,,,
17/06/2020,,,,,,,,,,,,,,
11/12/2019,,,,,,,,,,,,,,
11/01/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
03/07/2020,,,,,,,,,,,,,,
13/11/2020,,,,,,,,,,,,,,
13/08/2020,,,,,,,,,,,,,,
21/08/2020,,,,,,,,,,,,,,
27/11/2020,,,,,,,,,,,,,,
13/08/2020,,,,,,,,,,,,,,
23/01/2019,,,,,,,,,,,,,,
21/07/2020,,,,,,,,,,,,,,
07/08/2020,,,,,,,,,,,,,,
12/03/2021,,,,,,,,,,,,,,
01/10/2020,,,,,,,,,,,,,,
02/03/2020,,,,,,,,,,,,,,
07/01/2021,,,,,,,,,,,,,,
06/01/2021,,,,,,,,,,,,,,
04/02/2021,,,,,,,,,,,,,,
21/12/2021,,,,,,,,,,,,,,
08/01/2021,,,,,,,,,,,,,,
25/05/2020,,,,,,,,,,,,,,
02/07/2018,,,,,,,,,,,,,,
12/10/2019,,,,,,,,,,,,,,
01/02/2021,,,,,,,,,,,,,,
07/01/2020,,,,,,,,,,,,,,
03/01/2020,,,,,,,,,,,,,,
18/12/2020,,,,,,,,,,,,,,
12/12/2019,,,,,,,,,,,,,,
01/11/2019,,,,,,,,,,,,,,
07/01/2021,,,,,,,,,,,,,,
06/01/2021,,,,,,,,,,,,,,
27/08/2021,,,,,,,,,,,,,,
24/05/2019,,,,,,,,,,,,,,
10/05/2023,,,,,,,,,,,,,,
11/02/2021,,,,,,,,,,,,,,
22/06/2020,,,,,,,,,,,,,,
10/01/2019,,,,,,,,,,,,,,
03/03/2021,,,,,,,,,,,,,,
20/07/2021,,,,,,,,,,,,,,
04/01/2023,,,,,,,,,,,,,,
06/10/2022,,,,,,,,,,,,,,
02/06/2021,,,,,,,,,,,,,,
07/01/2021,,,,,,,,,,,,,,
27/03/2020,,,,,,,,,,,,,,
05/08/2021,,,,,,,,,,,,,,
18/01/2021,,,,,,,,,,,,,,
02/11/2022,,,,,,,,,,,,,,
11/01/2021,,,,,,,,,,,,,,
17/01/2020,,,,,,,,,,,,,,
24/03/2021,,,,,,,,,,,,,,
07/12/2022,,,,,,,,,,,,,,
06/03/2024,,,,,,,,,,,,,,
09/12/2021,,,,,,,,,,,,,,
27/05/2021,,,,,,,,,,,,,,
10/10/2019,,,,,,,,,,,,,,
09/06/2020,,,,,,,,,,,,,,
19/12/2022,,,,,,,,,,,,,,
14/02/2022,,,,,,,,,,,,,,
15/06/2023,,,,,,,,,,,,,,
27/09/2023,,,,,,,,,,,,,,
05/03/2020,,,,,,,,,,,,,,
18/10/2021,,,,,,,,,,,,,,
24/10/2019,,,,,,,,,,,,,,
07/10/2019,,,,,,,,,,,,,,
13/08/2020,,,,,,,,,,,,,,
10/01/2019,,,,,,,,,,,,,,
15/10/2021,,,,,,,,,,,,,,
21/12/2020,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
05/06/2019,,,,,,,,,,,,,,
04/12/2023,,,,,,,,,,,,,,
28/11/2023,,,,,,,,,,,,,,
17/10/2019,,,,,,,,,,,,,,
13/03/2020,,,,,,,,,,,,,,
22/12/2020,,,,,,,,,,,,,,
23/06/2023,,,,,,,,,,,,,,
04/08/2021,,,,,,,,,,,,,,
31/01/2020,,,,,,,,,,,,,,
28/09/2023,,,,,,,,,,,,,,
18/12/2020,,,,,,,,,,,,,,
21/12/2020,,,,,,,,,,,,,,
18/11/2020,,,,,,,,,,,,,,
05/06/2020,,,,,,,,,,,,,,
29/01/2021,,,,,,,,,,,,,,
24/01/2023,,,,,,,,,,,,,,
21/10/2019,,,,,,,,,,,,,,
17/02/2021,,,,,,,,,,,,,,
14/07/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
02/10/2020,,,,,,,,,,,,,,
01/06/2023,,,,,,,,,,,,,,
21/10/2019,,,,,,,,,,,,,,
15/05/2018,,,,,,,,,,,,,,
09/01/2020,,,,,,,,,,,,,,
30/05/2023,,,,,,,,,,,,,,
31/10/2019,,,,,,,,,,,,,,
20/03/2020,,,,,,,,,,,,,,
09/01/2020,,,,,,,,,,,,,,
09/07/2020,,,,,,,,,,,,,,
14/07/2021,,,,,,,,,,,,,,
22/12/2021,,,,,,,,,,,,,,
04/11/2019,,,,,,,,,,,,,,
23/03/2020,,,,,,,,,,,,,,
21/04/2021,,,,,,,,,,,,,,
11/03/2022,,,,,,,,,,,,,,
14/10/2019,,,,,,,,,,,,,,
12/07/2023,,,,,,,,,,,,,,
19/11/2019,,,,,,,,,,,,,,
16/06/2023,,,,,,,,,,,,,,
15/06/2023,,,,,,,,,,,,,,
16/12/2020,,,,,,,,,,,,,,
19/11/2020,,,,,,,,,,,,,,
24/05/2023,,,,,,,,,,,,,,
19/11/2019,,,,,,,,,,,,,,
31/01/2019,,,,,,,,,,,,,,
11/10/2019,,,,,,,,,,,,,,
23/12/2020,,,,,,,,,,,,,,
08/01/2021,,,,,,,,,,,,,,
08/01/2021,,,,,,,,,,,,,,
16/12/2020,,,,,,,,,,,,,,
19/11/2019,,,,,,,,,,,,,,
19/03/2020,,,,,,,,,,,,,,
05/11/2019,,,,,,,,,,,,,,
15/08/2022,,,,,,,,,,,,,,
12/12/2019,,,,,,,,,,,,,,
07/11/2019,,,,,,,,,,,,,,
21/07/2021,,,,,,,,,,,,,,
21/11/2020,,,,,,,,,,,,,,
09/10/2019,,,,,,,,,,,,,,
03/12/2020,,,,,,,,,,,,,,
28/09/2020,,,,,,,,,,,,,,
10/07/2020,,,,,,,,,,,,,,
17/10/2019,,,,,,,,,,,,,,
18/10/2019,,,,,,,,,,,,,,
02/07/2018,,,,,,,,,,,,,,
08/09/2020,,,,,,,,,,,,,,
08/11/2019,,,,,,,,,,,,,,
16/02/2024,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
11/09/2020,,,,,,,,,,,,,,
27/01/2020,,,,,,,,,,,,,,
22/01/2020,,,,,,,,,,,,,,
19/10/2019,,,,,,,,,,,,,,
26/11/2020,,,,,,,,,,,,,,
03/07/2018,,,,,,,,,,,,,,
07/01/2021,,,,,,,,,,,,,,
11/08/2023,,,,,,,,,,,,,,
20/10/2023,,,,,,,,,,,,,,
21/07/2021,,,,,,,,,,,,,,
20/11/2019,,,,,,,,,,,,,,
15/03/2021,,,,,,,,,,,,,,
07/01/2021,,,,,,,,,,,,,,
18/08/2023,,,,,,,,,,,,,,
13/03/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
14/10/2019,,,,,,,,,,,,,,
01/10/2021,,,,,,,,,,,,,,
04/11/2019,,,,,,,,,,,,,,
01/07/2021,,,,,,,,,,,,,,
22/03/2021,,,,,,,,,,,,,,
19/02/2021,,,,,,,,,,,,,,
21/10/2019,,,,,,,,,,,,,,
24/04/2019,,,,,,,,,,,,,,
25/03/2024,,,,,,,,,,,,,,
10/10/2019,,,,,,,,,,,,,,
11/01/2021,,,,,,,,,,,,,,
05/11/2020,,,,,,,,,,,,,,
05/11/2019,,,,,,,,,,,,,,
04/08/2020,,,,,,,,,,,,,,
26/10/2019,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
10/12/2018,,,,,,,,,,,,,,
16/10/2019,,,,,,,,,,,,,,
12/03/2020,,,,,,,,,,,,,,
01/03/2021,,,,,,,,,,,,,,
18/10/2019,,,,,,,,,,,,,,
11/03/2021,,,,,,,,,,,,,,
27/03/2024,,,,,,,,,,,,,,
30/03/2023,,,,,,,,,,,,,,
02/11/2020,,,,,,,,,,,,,,
27/05/2020,,,,,,,,,,,,,,
20/07/2023,,,,,,,,,,,,,,
17/10/2023,,,,,,,,,,,,,,
22/07/2021,,,,,,,,,,,,,,
24/01/2020,,,,,,,,,,,,,,
07/01/2021,,,,,,,,,,,,,,
16/04/2018,,,,,,,,,,,,,,
22/01/2020,,,,,,,,,,,,,,
25/03/2020,,,,,,,,,,,,,,
10/01/2020,,,,,,,,,,,,,,
10/09/2021,,,,,,,,,,,,,,
15/06/2020,,,,,,,,,,,,,,
03/06/2020,,,,,,,,,,,,,,
03/07/2018,,,,,,,,,,,,,,
03/02/2021,,,,,,,,,,,,,,
13/08/2020,,,,,,,,,,,,,,
26/02/2021,,,,,,,,,,,,,,
30/07/2020,,,,,,,,,,,,,,
25/05/2020,,,,,,,,,,,,,,
23/07/2020,,,,,,,,,,,,,,
11/02/2021,,,,,,,,,,,,,,
07/08/2020,,,,,,,,,,,,,,
08/12/2023,,,,,,,,,,,,,,
05/12/2019,,,,,,,,,,,,,,
13/11/2020,,,,,,,,,,,,,,
03/11/2020,,,,,,,,,,,,,,
10/05/2018,,,,,,,,,,,,,,
29/10/2020,,,,,,,,,,,,,,
23/12/2020,,,,,,,,,,,,,,
29/11/2019,,,,,,,,,,,,,,
13/04/2021,,,,,,,,,,,,,,
03/12/2019,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
